	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
766	1671311.0	Colletotrichum abscissum	KAI3538091.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.2e-52	190.2	12.7	1.0	1.0	8e-57	1.2e-51	189.8	12.7	11.0	181.0	18.0	192.0	8.0	193.0	0.89	glycosyl hydrolase family 45 [Colletotrichum abscissum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum abscissum	brown
509	914238.0	Rhynchosporium agropyri	CZT00466.1	359.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-51	189.6	8.6	1.0	1.0	8.6e-57	1.3e-51	189.6	8.6	14.0	181.0	18.0	185.0	5.0	186.0	0.92	related to endoglucanase [Rhynchosporium agropyri]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Rhynchosporium agropyri	brown
702	1450172.0	Aaosphaeria arxii CBS 175.79	XP_033386011.1	255.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.6e-52	190.1	15.4	1.0	1.0	8.6e-57	1.3e-51	189.6	15.4	7.0	182.0	14.0	187.0	6.0	187.0	0.92	glycoside hydrolase family 45 protein, partial [Aaosphaeria arxii CBS 175.79]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Aaosphaeria arxii	brown
508	914237.0	Rhynchosporium commune	CZS89171.1	364.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-51	189.6	8.6	1.0	1.0	8.900000000000002e-57	1.4e-51	189.6	8.6	14.0	181.0	18.0	185.0	5.0	186.0	0.92	related to endoglucanase [Rhynchosporium commune]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Rhynchosporium commune	brown
908	2614610.0	Xylariaceae sp. FL0662B	KAI0003132.1	261.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.2e-52	190.2	14.9	1.0	1.0	9.2e-57	1.4e-51	189.5	14.9	10.0	181.0	18.0	189.0	8.0	190.0	0.9	cellulase-like protein [Xylariaceae sp. FL0662B]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylariaceae sp. FL0662B	brown
793	1903189.0	Alectoria fallacina	CAF9911012.1	368.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.7e-52	190.1	15.8	1.0	1.0	9.900000000000001e-57	1.5e-51	189.4	15.8	12.0	179.0	20.0	179.0	7.0	182.0	0.89	hypothetical protein ALECFALPRED_007049 [Alectoria fallacina]	False	Eukaryota	Fungi	Ascomycota	Lecanorales	Alectoria fallacina	brown
483	743114.0	Astrocystis sublimbata	KAI0198573.1	243.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-51	190.0	16.5	1.0	1.0	9.400000000000001e-57	1.5e-51	189.5	16.5	6.0	181.0	12.0	187.0	8.0	188.0	0.92	cellulase-like protein [Astrocystis sublimbata]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Astrocystis sublimbata	brown
931	2741516.0	Myxococcus sp. CA033	WP_174478218.1	248.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-51	189.9	12.8	1.0	1.0	9.800000000000001e-57	1.5e-51	189.5	12.8	12.0	181.0	37.0	204.0	21.0	205.0	0.95	hypothetical protein [Myxococcus sp. CA033]	False	Bacteria		Myxococcota	Myxococcales	Myxococcus sp. CA033	blue
524	999385.0	Phialophora sp. CGMCC 3328	ADZ99360.1	248.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.9e-52	190.2	11.7	1.0	1.0	1e-56	1.6e-51	189.4	11.7	12.0	182.0	19.0	188.0	9.0	188.0	0.92	beta-1,4-endoglucanase [Phialophora sp. CGMCC 3328]	False	Eukaryota	Fungi	Ascomycota	Chaetothyriales	Phialophora sp. CGMCC 3328	brown
207	109372.0	Hypoxylon fuscum	KAI1405434.1	240.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-51	189.9	15.0	1.0	1.0	1e-56	1.6e-51	189.4	15.0	7.0	181.0	13.0	187.0	6.0	188.0	0.92	glycoside hydrolase family 45 protein [Hypoxylon fuscum]	False	Eukaryota	Fungi	Ascomycota	Xylariales	CBS 113049	brown
780	1803897.0	Fusarium agapanthi	KAF4499260.1	365.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-51	189.2	13.1	1.0	1.0	1.1e-56	1.8e-51	189.2	13.1	12.0	181.0	14.0	180.0	4.0	181.0	0.93	endoglucanase type K [Fusarium agapanthi]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium agapanthi	brown
939	2773715.0	Aureobasidium vineae	CAD0087914.1	361.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.2e-52	190.5	16.2	1.0	1.0	1.2e-56	1.8e-51	189.2	16.2	27.0	181.0	34.0	185.0	27.0	186.0	0.96	unnamed protein product [Aureobasidium vineae]	False	Eukaryota	Fungi	Ascomycota	Dothideales	Aureobasidium vineae	brown
14	5466.0	Colletotrichum trifolii	TDZ66175.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-51	189.6	14.0	1.0	1.0	1.2e-56	1.9e-51	189.2	14.0	13.0	181.0	19.0	188.0	7.0	189.0	0.93	putative endoglucanase type K [Colletotrichum trifolii]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum trifolii	brown
786	1869227.0	bacterium	NDC96230.1	222.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6e-51	189.4	8.4	1.0	1.0	1.3e-56	2.1e-51	189.0	8.4	7.0	182.0	12.0	181.0	6.0	181.0	0.91	hypothetical protein [bacterium]	False	Bacteria				bacterium	blue
756	1578925.0	Pyricularia pennisetigena	XP_029752612.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-51	189.2	11.5	1.0	1.0	1.5e-56	2.4e-51	188.8	11.5	6.0	181.0	10.0	190.0	5.0	191.0	0.89	hypothetical protein PpBr36_00838 [Pyricularia pennisetigena]	False	Eukaryota	Fungi	Ascomycota	Magnaporthales	Pyricularia pennisetigena	brown
76	42747.0	Fusarium heterosporum	KAF5679792.1	382.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.5e-51	188.8	12.7	1.0	1.0	1.6e-56	2.5e-51	188.8	12.7	12.0	181.0	14.0	180.0	4.0	181.0	0.93	endoglucanase type K [Fusarium heterosporum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium heterosporum	brown
53	36050.0	Fusarium poae	XP_044713277.1	365.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.6e-51	188.7	11.3	1.0	1.0	1.7e-56	2.6e-51	188.7	11.3	12.0	181.0	14.0	180.0	4.0	181.0	0.93	hypothetical protein FPOAC1_002786 [Fusarium poae]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium poae	brown
958	2838797.0	Colletotrichum sp. SAR 10_71	KAI8156890.1	1060.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6e-51	189.4	15.7	1.0	1.0	2e-56	3e-51	188.5	15.7	14.0	181.0	850.0	1018.0	839.0	1019.0	0.94	hypothetical protein K4K50_005282 [Colletotrichum sp. SAR 10_71]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum sp. SAR 10_71	brown
894	2614586.0	Hypoxylon sp. FL0543	KAI1136016.1	261.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2e-51	189.1	16.9	1.0	1.0	2e-56	3.1e-51	188.4	16.9	6.0	181.0	13.0	188.0	7.0	189.0	0.91	cellulase-like protein [Hypoxylon sp. FL0543]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon sp. FL0543	brown
890	2614582.0	Hypoxylon sp. FL1857	KAI1413189.1	258.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.1e-51	189.0	16.8	1.0	1.0	2e-56	3.1e-51	188.4	16.8	8.0	181.0	15.0	188.0	7.0	189.0	0.91	cellulase-like protein [Hypoxylon sp. FL1857]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon sp. FL1857	brown
661	1347390.0	Colletotrichum spinosum	TDZ40277.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.4e-51	188.8	13.5	1.0	1.0	2.1e-56	3.2e-51	188.4	13.5	13.0	181.0	19.0	188.0	7.0	189.0	0.93	putative endoglucanase type K [Colletotrichum spinosum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	CBS 515.97	brown
964	2874508.0	Fusarium sp. FIESC RH6	KAI1071298.1	371.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.3e-51	188.4	13.7	1.0	1.0	2.1e-56	3.3e-51	188.4	13.7	14.0	181.0	8.0	172.0	2.0	173.0	0.95	hypothetical protein LB507_009520 [Fusarium sp. FIESC RH6]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium sp. FIESC RH6	brown
0	32.0	Myxococcus	WP_217446514.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.9e-51	188.6	12.9	1.0	1.0	2.4e-56	3.8e-51	188.2	12.9	12.0	181.0	21.0	188.0	5.0	189.0	0.96	MULTISPECIES: hypothetical protein [Myxococcus]	False	Bacteria		Myxococcota	Myxococcales	32	blue
528	1001938.0	Hypoxylon sp. CO27-5	OTA97052.1	221.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.9e-51	188.6	19.9	1.0	1.0	2.5e-56	3.9e-51	188.1	19.9	14.0	181.0	11.0	178.0	4.0	179.0	0.93	glycoside hydrolase family 45 protein [Hypoxylon sp. CO27-5]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon sp. CO27-5	brown
576	1168546.0	Myriangium duriaei CBS 260.36	KAF2155268.1	386.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.1e-51	188.1	15.2	1.0	1.0	2.6e-56	4.1e-51	188.1	15.2	3.0	181.0	8.0	188.0	6.0	189.0	0.89	glycoside hydrolase family 45 protein [Myriangium duriaei CBS 260.36]	False	Eukaryota	Fungi	Ascomycota	Myriangiales	Myriangium duriaei	brown
770	1736662.0	Stylonectria norvegica	KAF7552359.1	313.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.3e-51	188.0	13.8	1.0	1.0	2.8e-56	4.3e-51	188.0	13.8	12.0	181.0	17.0	181.0	6.0	182.0	0.94	hypothetical protein G7046_g7432 [Stylonectria norvegica]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Stylonectria norvegica	brown
357	327061.0	Annulohypoxylon truncatum	XP_047853764.1	241.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-51	188.4	16.6	1.0	1.0	2.8e-56	4.3e-51	188.0	16.6	9.0	181.0	16.0	188.0	6.0	189.0	0.92	glycoside hydrolase family 45 protein [Annulohypoxylon truncatum]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Annulohypoxylon truncatum	brown
350	326643.0	Daldinia bambusicola	KAI1807107.1	231.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-51	188.4	15.4	1.0	1.0	2.8e-56	4.4e-51	187.9	15.4	9.0	181.0	16.0	188.0	7.0	189.0	0.91	glycoside hydrolase family 45 protein [Daldinia bambusicola]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Daldinia bambusicola	brown
798	1927788.0	Annulohypoxylon maeteangense	XP_047816121.1	243.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-51	188.4	17.6	1.0	1.0	3e-56	4.7e-51	187.9	17.6	7.0	181.0	14.0	188.0	8.0	189.0	0.92	glycoside hydrolase family 45 protein [Annulohypoxylon maeteangense]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Annulohypoxylon maeteangense	brown
854	2590453.0	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	TQF16774.1	248.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.5e-51	188.3	12.9	1.0	1.0	3e-56	4.7e-51	187.9	12.9	12.0	181.0	37.0	204.0	21.0	205.0	0.96	hypothetical protein FJV41_06355 [Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis]	False	Bacteria		Myxococcota	Myxococcales	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis Chambers et al. 2020	blue
591	1213857.0	Colletotrichum orbiculare MAFF 240422	TDZ20505.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.7e-51	188.2	13.7	1.0	1.0	3.2e-56	4.9e-51	187.8	13.7	13.0	181.0	19.0	188.0	7.0	189.0	0.93	putative endoglucanase type K [Colletotrichum orbiculare MAFF 240422]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum orbiculare	brown
21	5518.0	Fusarium graminearum	AAR02399.1	355.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.7e-51	188.7	9.9	1.0	1.0	3.3e-56	5.2e-51	187.7	9.9	12.0	181.0	14.0	180.0	4.0	181.0	0.93	glycoside hydrolase 45 [Fusarium graminearum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	CBS 136009	brown
20	5516.0	Fusarium culmorum	QPC68268.1	370.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.5e-51	188.7	10.1	1.0	1.0	3.5e-56	5.4e-51	187.7	10.1	12.0	181.0	14.0	180.0	4.0	181.0	0.93	hypothetical protein HYE67_010499 [Fusarium culmorum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium culmorum	brown
322	282268.0	Fusarium austroamericanum	KAF5231364.1	375.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.7e-51	188.7	10.1	1.0	1.0	3.6e-56	5.6e-51	187.6	10.1	12.0	181.0	14.0	180.0	4.0	181.0	0.93	hypothetical protein FAUST_9334 [Fusarium austroamericanum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium austroamericanum	brown
300	229533.0	Fusarium graminearum PH-1	XP_011318609.1	380.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.8e-51	188.6	10.1	1.0	1.0	3.7e-56	5.8e-51	187.6	10.1	12.0	181.0	14.0	180.0	4.0	181.0	0.93	endoglucanase-5 [Fusarium graminearum PH-1]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	CBS 136009	brown
548	1081102.0	Sporothrix insectorum RCEF 264	OAA62666.1	225.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4e-51	188.1	17.1	1.0	1.0	3.7e-56	5.8e-51	187.6	17.1	12.0	181.0	15.0	184.0	6.0	185.0	0.9	Barwin-like endoglucanase [Sporothrix insectorum RCEF 264]	False	Eukaryota	Fungi	Ascomycota	Ophiostomatales	Sporothrix insectorum	brown
122	61284.0	Fusarium tricinctum	KAH7262738.1	378.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.7e-51	187.2	12.2	1.0	1.0	5e-56	7.7e-51	187.2	12.2	12.0	181.0	14.0	180.0	4.0	181.0	0.93	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Fusarium tricinctum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium tricinctum	brown
969	2894284.0	Aureobasidium sp. EXF-10727	KAI4715426.1	378.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.6e-51	188.7	28.8	1.0	1.0	5.4e-56	8.3e-51	187.1	22.6	14.0	181.0	20.0	203.0	7.0	204.0	0.86	hypothetical protein E4T48_08389 [Aureobasidium sp. EXF-10727]	False	Eukaryota	Fungi	Ascomycota	Dothideales	Aureobasidium sp. EXF-10727	brown
970	2894285.0	Aureobasidium sp. EXF-10728	KAI4731297.1	380.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2999999999999996e-53	194.9	22.6	1.0	1.0	5.4e-56	8.4e-51	187.0	22.6	14.0	181.0	20.0	203.0	7.0	204.0	0.86	hypothetical protein E4T49_00948 [Aureobasidium sp. EXF-10728]	False	Eukaryota	Fungi	Ascomycota	Dothideales	Aureobasidium sp. EXF-10728	brown
395	420778.0	Diplodia seriata	KKY23095.1	238.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-51	189.9	15.9	1.0	1.0	5.4e-56	8.4e-51	187.0	15.9	13.0	181.0	19.0	196.0	10.0	197.0	0.91	putative endoglucanase v [Diplodia seriata]	False	Eukaryota	Fungi	Ascomycota	Botryosphaeriales	Diplodia seriata	brown
162	86546.0	Fusarium graminum	KAF4995370.1	382.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-50	186.8	12.5	1.0	1.0	6.5e-56	1e-50	186.8	12.5	12.0	181.0	14.0	180.0	4.0	181.0	0.93	hypothetical protein FGRMN_5154 [Fusarium graminum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium graminum	brown
805	1955266.0	Jackrogersella minutella	KAI1097642.1	259.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.7e-51	187.4	14.5	1.0	1.0	7e-56	1.1e-50	186.7	14.5	6.0	181.0	13.0	188.0	7.0	189.0	0.92	cellulase-like protein [Jackrogersella minutella]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Jackrogersella minutella	brown
752	1569044.0	Drepanopeziza brunnea f. sp. 'monogermtubi'	KAI9052819.1	314.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-50	186.6	12.1	1.0	1.0	7.1e-56	1.1e-50	186.6	12.1	13.0	181.0	21.0	191.0	8.0	192.0	0.9	hypothetical protein LZ554_003092 [Drepanopeziza brunnea f. sp. 'monogermtubi']	False	Eukaryota	Fungi	Ascomycota	Helotiales	BPI 402970	brown
215	110547.0	Whalleya microplaca	KAI1079075.1	262.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-50	186.5	18.5	1.0	1.0	7.8999999999999985e-56	1.2e-50	186.5	18.5	12.0	181.0	21.0	191.0	10.0	192.0	0.91	cellulase-like protein [Whalleya microplaca]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Whalleya microplaca	brown
605	1250544.0	Sphaerosporella brunnea	KAA8912010.1	238.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.4e-51	187.2	19.3	1.0	1.0	1.1e-55	1.7e-50	186.0	19.3	8.0	181.0	10.0	194.0	3.0	195.0	0.86	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Sphaerosporella brunnea]	False	Eukaryota	Fungi	Ascomycota	Pezizales	Sphaerosporella brunnea	brown
387	403063.0	Pyricularia sp. CBS 133598	TLD26385.1	237.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-50	186.4	10.2	1.0	1.0	1.2e-55	1.9e-50	185.9	10.2	7.0	181.0	11.0	195.0	5.0	196.0	0.87	hypothetical protein PspLS_04540 [Pyricularia sp. CBS 133598]	False	Eukaryota	Fungi	Ascomycota	Magnaporthales	Pyricularia sp. CBS 133598	brown
763	1622150.0	Pseudogymnoascus sp. 24MN13	OBT54179.1	360.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-50	186.5	9.8	1.0	1.0	1.2e-55	1.9e-50	185.9	9.8	15.0	181.0	22.0	188.0	8.0	189.0	0.95	hypothetical protein VE04_05859 [Pseudogymnoascus sp. 24MN13]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. 24MN13	brown
924	2692428.0	Fusarium sp. NRRL 66182	KAF5026375.1	368.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-50	186.5	13.1	1.0	1.0	1.4999999999999999e-55	2.4e-50	185.6	13.1	12.0	181.0	14.0	181.0	4.0	182.0	0.93	hypothetical protein F66182_1503 [Fusarium sp. NRRL 66182]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium sp. NRRL 66182	brown
981	2918522.0	Lignoscripta atroalba	MCJ1253684.1	339.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-50	186.5	15.6	1.0	1.0	1.5999999999999999e-55	2.5e-50	185.5	15.6	5.0	181.0	14.0	183.0	9.0	184.0	0.9	hypothetical protein [Lignoscripta atroalba]	False	Eukaryota	Fungi	Ascomycota	Trapeliales	Lignoscripta atroalba	brown
473	698441.0	Drepanopeziza brunnea f. sp. 'multigermtubi'	KAJ5042143.1	308.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-50	185.2	10.2	1.0	1.0	2e-55	3.2e-50	185.2	10.2	12.0	181.0	20.0	191.0	8.0	192.0	0.91	hypothetical protein L3040_004700 [Drepanopeziza brunnea f. sp. 'multigermtubi']	False	Eukaryota	Fungi	Ascomycota	Helotiales	BPI 402970	brown
450	655819.0	Beauveria bassiana ARSEF 2860	XP_008593736.1	258.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.7e-50	184.9	12.7	1.0	1.0	2.4e-55	3.7e-50	184.9	12.7	23.0	182.0	54.0	209.0	42.0	209.0	0.95	K-family cellulase [Beauveria bassiana ARSEF 2860]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Beauveria bassiana	brown
606	1262450.0	Ophiostoma piceae UAMH 11346	EPE06017.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.6e-50	185.4	12.4	1.0	1.0	2.4e-55	3.8e-50	184.9	12.4	10.0	182.0	18.0	190.0	9.0	190.0	0.9	glycoside hydrolase family 45 protein [Ophiostoma piceae UAMH 11346]	False	Eukaryota	Fungi	Ascomycota	Ophiostomatales	Ophiostoma piceae	brown
808	1977087.0	Pseudomonadota bacterium	NBO98903.1	225.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-50	185.1	10.4	1.0	1.0	2.7e-55	4.2e-50	184.8	10.4	3.0	182.0	8.0	182.0	5.0	182.0	0.89	hypothetical protein [Pseudomonadota bacterium]	False	Bacteria		Pseudomonadota		Pseudomonadota bacterium	blue
286	204285.0	Melanocarpus albomyces	QCO31627.1	235.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.1e-50	184.8	6.7	1.0	1.0	3.4e-55	5.3e-50	184.4	6.7	17.0	181.0	21.0	180.0	6.0	181.0	0.94	Cel45A [Melanocarpus albomyces]	False	Eukaryota	Fungi	Ascomycota	Sordariales	ATCC 16460	brown
354	326657.0	Hypoxylon crocopeplum	KAI1378521.1	315.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.9e-50	184.9	16.3	1.0	1.0	3.8e-55	5.9e-50	184.3	16.3	11.0	181.0	93.0	263.0	82.0	264.0	0.91	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Hypoxylon crocopeplum]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon crocopeplum	brown
628	1306861.0	Colletotrichum tanaceti	KAJ0166483.1	293.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.1e-50	184.2	9.6	1.0	1.0	5.9e-55	9.2e-50	183.7	9.6	2.0	181.0	8.0	183.0	7.0	184.0	0.94	putative endoglucanase type K [Colletotrichum tanaceti]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum tanaceti	brown
621	1287681.0	Eutypa lata UCREL1	EMR62673.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.8e-50	183.7	12.8	1.0	1.0	7.499999999999999e-55	1.2e-49	183.3	12.8	14.0	181.0	16.0	180.0	5.0	181.0	0.92	putative glycoside hydrolase family 45 protein [Eutypa lata UCREL1]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Eutypa lata	brown
974	2903221.0	Xanthomendoza cf. fulva	KAI4240206.1	319.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.6e-50	183.9	16.9	1.0	1.0	9.9e-55	1.4999999999999998e-49	182.9	16.9	4.0	181.0	14.0	185.0	10.0	186.0	0.89	MAG: hypothetical protein L6R40_005235 [Xanthomendoza cf. fulva]	False	Eukaryota	Fungi	Ascomycota	Teloschistales	Xanthomendoza cf. fulva	brown
394	419775.0	Durotheca rogersii	XP_051373616.1	252.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-49	183.1	15.4	1.0	1.0	1.1999999999999999e-54	1.8e-49	182.7	15.4	2.0	181.0	12.0	191.0	10.0	192.0	0.91	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Durotheca rogersii]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Durotheca rogersii	brown
153	83186.0	Diaporthe citri	XP_043022141.1	368.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-49	183.3	16.6	1.0	1.0	1.3e-54	1.9e-49	182.6	16.6	8.0	181.0	11.0	181.0	5.0	182.0	0.93	uncharacterized protein INS49_012139 [Diaporthe citri]	False	Eukaryota	Fungi	Ascomycota	Diaporthales	Diaporthe citri	brown
608	1268662.0	Scytalidium indonesiacum	CDF76466.1	277.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.0000000000000003e-49	182.5	8.5	1.0	1.0	1.9999999999999998e-54	3.1e-49	181.9	8.5	17.0	181.0	21.0	181.0	8.0	182.0	0.94	glycoside hydrolase 45 [Scytalidium indonesiacum]	False	Eukaryota	Fungi	Ascomycota		Scytalidium indonesiacum	brown
152	83184.0	Diaporthe eres	KAI7788284.1	384.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-49	181.9	15.2	1.0	1.0	1.9999999999999998e-54	3.2e-49	181.9	15.2	7.0	181.0	10.0	181.0	5.0	182.0	0.93	endoglucanase-5 [Diaporthe eres]	False	Eukaryota	Fungi	Ascomycota	Diaporthales	Diaporthe eres	brown
659	1346257.0	Patellaria atrata CBS 101060	KAF2839203.1	199.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.1e-49	181.9	16.4	1.0	1.0	2.6e-54	4.0000000000000005e-49	181.6	16.4	25.0	181.0	1.0	157.0	1.0	158.0	0.96	glycoside hydrolase family 45 protein, partial [Patellaria atrata CBS 101060]	False	Eukaryota	Fungi	Ascomycota	Patellariales	Patellaria atrata	brown
758	1603295.0	fungal sp. No.11243	GAM83105.1	355.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.0000000000000005e-49	181.6	15.8	1.0	1.0	2.6e-54	4.0000000000000005e-49	181.6	15.8	6.0	181.0	11.0	189.0	6.0	190.0	0.89	hypothetical protein ANO11243_010910 [fungal sp. No.11243]	False	Eukaryota	Fungi	Opisthokonta		fungal sp. No.11243	brown
