target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
GAO46289.1	-	1161	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.4	0.6	2	2	0.00018	24	19.7	0.1	32	62	1082	1110	1077	1113	0.79	hypothetical protein G7K_0521-t1 [Saitoella complicata NRRL Y-17804]	Saitoella complicata NRRL Y-17804
PVZ96779.1	-	478	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	2.9	1	2	0.0058	7.9e+02	14.8	0.6	3	28	312	337	310	360	0.80	hypothetical protein BB558_007293 [Smittium angustum]	Smittium angustum
PVZ96779.1	-	478	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	2.9	2	2	0.0016	2.1e+02	16.6	0.1	37	63	446	471	435	473	0.86	hypothetical protein BB558_007293 [Smittium angustum]	Smittium angustum
KAI9302002.1	-	84	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	0.2	1	1	1.2e-08	0.0016	33.1	0.2	9	63	25	75	17	77	0.79	hypothetical protein BJ944DRAFT_127921 [Cunninghamella echinulata]	Cunninghamella echinulata
KAI0084610.1	-	306	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	10.1	1	2	0.029	3.9e+03	12.6	0.2	3	27	174	198	172	201	0.88	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Irpex rosettiformis]	Irpex rosettiformis
KAI0084610.1	-	306	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	10.1	2	2	2.8e-06	0.38	25.4	0.3	35	63	241	267	219	269	0.80	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Irpex rosettiformis]	Irpex rosettiformis
PVU99187.1	-	478	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	2.9	1	2	0.0058	7.9e+02	14.8	0.6	3	28	312	337	310	360	0.80	hypothetical protein BB559_000920 [Furculomyces boomerangus]	Furculomyces boomerangus
PVU99187.1	-	478	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	2.9	2	2	0.0016	2.1e+02	16.6	0.1	37	63	446	471	435	473	0.86	hypothetical protein BB559_000920 [Furculomyces boomerangus]	Furculomyces boomerangus
XP_052968407.1	-	729	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0013	33.3	3.7	1	1	4.4e-08	0.0061	31.2	1.8	4	59	680	729	677	729	0.88	uncharacterized protein BJ171DRAFT_28351 [Polychytrium aggregatum]	Polychytrium aggregatum
KAH7889889.1	-	372	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	3.7	1	2	0.0053	7.3e+02	14.9	0.1	4	27	243	266	240	271	0.88	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Phlebopus sp. FC_14]	Phlebopus sp. FC_14
KAH7889889.1	-	372	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	3.7	2	2	0.00051	70	18.2	0.8	29	63	295	327	288	329	0.84	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Phlebopus sp. FC_14]	Phlebopus sp. FC_14
KAJ4496820.1	-	829	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	0.1	1	2	0.00047	64	18.3	0.0	4	28	654	678	650	699	0.84	hypothetical protein C8R41DRAFT_249320 [Lentinula lateritia]	Lentinula lateritia
KAJ4496820.1	-	829	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	0.1	2	2	0.067	9.2e+03	11.4	0.1	39	63	767	789	757	791	0.83	hypothetical protein C8R41DRAFT_249320 [Lentinula lateritia]	Lentinula lateritia
KAG8682969.1	-	519	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	7.9	1	2	0.00087	1.2e+02	17.4	0.1	3	28	390	415	388	421	0.88	hypothetical protein FRC08_014603 [Ceratobasidium sp. 394]	Ceratobasidium sp. 394
KAG8682969.1	-	519	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	7.9	2	2	0.00018	25	19.6	0.5	36	63	463	488	437	490	0.73	hypothetical protein FRC08_014603 [Ceratobasidium sp. 394]	Ceratobasidium sp. 394
XP_043011495.1	-	632	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	12.1	1	2	1.8e-05	2.4	22.9	0.0	2	29	486	513	485	521	0.87	uncharacterized protein E1B28_005818 [Marasmius oreades]	Marasmius oreades
XP_043011495.1	-	632	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	12.1	2	2	0.0025	3.5e+02	16.0	0.4	32	62	563	591	557	594	0.86	uncharacterized protein E1B28_005818 [Marasmius oreades]	Marasmius oreades
KAF9646157.1	-	538	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	10.5	1	2	0.00092	1.3e+02	17.4	0.3	3	27	417	441	415	449	0.88	hypothetical protein BDM02DRAFT_3172172 [Thelephora ganbajun]	Thelephora ganbajun
KAF9646157.1	-	538	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.3	10.5	2	2	0.001	1.4e+02	17.3	0.6	31	62	478	506	471	509	0.80	hypothetical protein BDM02DRAFT_3172172 [Thelephora ganbajun]	Thelephora ganbajun
XP_020766909.1	-	800	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.2	3.1	1	1	1e-08	0.0014	33.2	3.1	3	45	761	800	759	800	0.89	LOW QUALITY PROTEIN: DNA endonuclease RBBP8-like [Odocoileus virginianus texanus]	Odocoileus virginianus texanus
KAG8181315.1	-	124	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.2	3.4	1	1	2.7e-08	0.0038	31.9	3.4	3	62	19	67	17	70	0.89	hypothetical protein JTE90_017485 [Oedothorax gibbosus]	Oedothorax gibbosus
KAJ8453956.1	-	584	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.2	2.6	1	2	0.0021	2.9e+02	16.2	0.1	3	27	455	479	453	483	0.87	hypothetical protein ONZ45_g19496 [Pleurotus djamor]	Pleurotus djamor
KAJ8453956.1	-	584	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.2	2.6	2	2	0.0036	5e+02	15.5	0.3	39	63	518	540	507	542	0.83	hypothetical protein ONZ45_g19496 [Pleurotus djamor]	Pleurotus djamor
XP_007877554.1	-	622	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.2	0.7	1	2	0.012	1.7e+03	13.8	0.1	3	28	476	501	474	511	0.90	uncharacterized protein PFL1_01851 [Pseudozyma flocculosa PF-1]	Pseudozyma flocculosa PF-1
XP_007877554.1	-	622	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0014	33.2	0.7	2	2	0.0011	1.5e+02	17.2	0.1	33	63	559	586	551	588	0.80	uncharacterized protein PFL1_01851 [Pseudozyma flocculosa PF-1]	Pseudozyma flocculosa PF-1
OCB88558.1	-	508	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0015	33.2	5.0	1	2	0.0014	2e+02	16.8	0.4	3	27	382	406	380	413	0.89	hypothetical protein A7U60_g4261 [Sanghuangporus baumii]	Sanghuangporus baumii
OCB88558.1	-	508	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0015	33.2	5.0	2	2	0.00073	1e+02	17.7	0.5	32	63	437	465	429	467	0.78	hypothetical protein A7U60_g4261 [Sanghuangporus baumii]	Sanghuangporus baumii
XP_046916624.1	-	445	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0015	33.2	0.2	1	1	3.1e-08	0.0043	31.7	0.2	17	63	376	419	369	421	0.89	uncharacterized protein LOC124497068 [Dermatophagoides farinae]	Dermatophagoides farinae
OAX43777.1	-	161	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	4.5	1	2	0.014	1.9e+03	13.6	0.1	5	28	26	49	22	58	0.84	hypothetical protein K503DRAFT_680246, partial [Rhizopogon vinicolor AM-OR11-026]	Rhizopogon vinicolor AM-OR11-026
OAX43777.1	-	161	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	4.5	2	2	8.3e-05	11	20.7	0.9	29	63	82	114	75	116	0.80	hypothetical protein K503DRAFT_680246, partial [Rhizopogon vinicolor AM-OR11-026]	Rhizopogon vinicolor AM-OR11-026
XP_005707800.1	-	397	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	6.0	1	1	1.2e-08	0.0016	33.1	6.0	4	61	325	379	322	384	0.91	hypothetical protein Gasu_15190 [Galdieria sulphuraria]	Galdieria sulphuraria
WP_118368017.1	-	755	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	40.6	1	5	4.1	5.7e+05	5.7	0.2	15	42	159	186	157	209	0.74	hypothetical protein [Blautia obeum]	Blautia obeum
WP_118368017.1	-	755	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	40.6	2	5	8.8	1.2e+06	4.6	0.1	15	40	259	284	257	297	0.82	hypothetical protein [Blautia obeum]	Blautia obeum
WP_118368017.1	-	755	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	40.6	3	5	8.7	1.2e+06	4.6	0.1	15	40	409	434	407	447	0.82	hypothetical protein [Blautia obeum]	Blautia obeum
WP_118368017.1	-	755	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	40.6	4	5	8.4	1.1e+06	4.7	0.1	15	40	559	584	557	605	0.82	hypothetical protein [Blautia obeum]	Blautia obeum
WP_118368017.1	-	755	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	40.6	5	5	1.1	1.5e+05	7.6	1.7	15	37	659	680	653	685	0.84	hypothetical protein [Blautia obeum]	Blautia obeum
KAJ3894193.1	-	723	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	0.2	1	2	0.00045	62	18.4	0.0	4	28	578	602	574	610	0.81	hypothetical protein GG344DRAFT_41625 [Lentinula edodes]	Lentinula edodes
KAJ3894193.1	-	723	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.1	0.2	2	2	0.059	8.1e+03	11.6	0.1	39	63	661	683	652	685	0.83	hypothetical protein GG344DRAFT_41625 [Lentinula edodes]	Lentinula edodes
XP_046088220.1	-	891	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.0	0.4	1	2	0.00022	31	19.3	0.0	4	29	719	744	715	774	0.81	uncharacterized protein C8R40DRAFT_96800 [Lentinula edodes]	Lentinula edodes
XP_046088220.1	-	891	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.0	0.4	2	2	0.11	1.6e+04	10.7	0.1	39	63	829	851	820	853	0.83	uncharacterized protein C8R40DRAFT_96800 [Lentinula edodes]	Lentinula edodes
KAJ3741034.1	-	582	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.0	1.7	1	2	0.00057	78	18.0	0.1	4	32	408	437	405	462	0.82	hypothetical protein DFH05DRAFT_394398 [Lentinula boryana]	Lentinula boryana
KAJ3741034.1	-	582	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.0	1.7	2	2	0.03	4.2e+03	12.5	0.1	35	62	517	541	507	544	0.78	hypothetical protein DFH05DRAFT_394398 [Lentinula boryana]	Lentinula boryana
KAF8827114.1	-	892	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.0	0.4	1	2	0.00022	31	19.3	0.0	4	29	719	744	715	774	0.81	hypothetical protein HHX47_DHR5000552 [Lentinula edodes]	Lentinula edodes
KAF8827114.1	-	892	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0016	33.0	0.4	2	2	0.11	1.6e+04	10.7	0.1	39	63	830	852	821	854	0.83	hypothetical protein HHX47_DHR5000552 [Lentinula edodes]	Lentinula edodes
KAJ8514490.1	-	621	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0017	33.0	2.7	1	2	0.002	2.7e+02	16.3	0.1	3	27	492	516	490	521	0.87	hypothetical protein ONZ45_g7983 [Pleurotus djamor]	Pleurotus djamor
KAJ8514490.1	-	621	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0017	33.0	2.7	2	2	0.0039	5.4e+02	15.4	0.3	39	63	555	577	544	579	0.83	hypothetical protein ONZ45_g7983 [Pleurotus djamor]	Pleurotus djamor
KAG5354356.1	-	404	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0017	33.0	2.4	1	2	0.0017	2.3e+02	16.5	0.2	2	27	283	308	282	315	0.92	hypothetical protein CKK34_6785 [Yarrowia sp. E02]	Yarrowia sp. E02
KAG5354356.1	-	404	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0017	33.0	2.4	2	2	0.0034	4.6e+02	15.6	0.2	35	62	332	357	323	360	0.84	hypothetical protein CKK34_6785 [Yarrowia sp. E02]	Yarrowia sp. E02
XP_009172627.1	-	1241	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0017	32.9	0.0	1	1	4e-08	0.0054	31.4	0.0	20	63	848	888	843	890	0.88	hypothetical protein T265_08534 [Opisthorchis viverrini]	Opisthorchis viverrini
CAG8681313.1	-	554	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0017	32.9	2.2	1	2	0.076	1e+04	11.2	0.8	3	21	435	453	433	455	0.90	20559_t:CDS:2, partial [Dentiscutata erythropus]	Dentiscutata erythropus
CAG8681313.1	-	554	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0017	32.9	2.2	2	2	0.0002	27	19.5	0.0	29	62	476	507	471	510	0.84	20559_t:CDS:2, partial [Dentiscutata erythropus]	Dentiscutata erythropus
KAH9009818.1	-	375	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	0.1	1	2	0.031	4.2e+03	12.5	0.0	4	28	265	289	262	308	0.81	hypothetical protein EDB84DRAFT_1545658 [Lactarius hengduanensis]	Lactarius hengduanensis
KAH9009818.1	-	375	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	0.1	2	2	0.0014	2e+02	16.7	0.1	40	63	324	345	318	347	0.83	hypothetical protein EDB84DRAFT_1545658 [Lactarius hengduanensis]	Lactarius hengduanensis
XP_031861716.1	-	819	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	5.1	1	2	0.0021	2.8e+02	16.2	0.8	3	28	697	722	695	729	0.91	uncharacterized protein CI109_002948 [Kwoniella shandongensis]	Kwoniella shandongensis
XP_031861716.1	-	819	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	5.1	2	2	0.001	1.4e+02	17.2	0.2	35	62	750	775	740	778	0.81	uncharacterized protein CI109_002948 [Kwoniella shandongensis]	Kwoniella shandongensis
KAF9665738.1	-	639	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	2.1	1	1	4.6e-08	0.0063	31.2	2.1	3	47	554	604	552	608	0.72	hypothetical protein SADUNF_Sadunf16G0155000 [Salix dunnii]	Salix dunnii
KAA8491744.1	-	472	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	0.3	1	1	2.9e-08	0.004	31.8	0.3	4	60	400	454	397	458	0.88	DNA endonuclease RBBP8 [Porphyridium purpureum]	Porphyridium purpureum
KAI0672204.1	-	675	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	2.2	1	2	0.0044	6e+02	15.2	0.2	3	27	548	572	546	576	0.87	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes maxima]	Trametes maxima
KAI0672204.1	-	675	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0018	32.9	2.2	2	2	0.0017	2.3e+02	16.6	0.1	35	62	610	635	602	638	0.81	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes maxima]	Trametes maxima
KAA8492727.1	-	472	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.9	0.3	1	1	2.9e-08	0.004	31.8	0.3	4	60	400	454	397	458	0.88	DNA endonuclease RBBP8 [Porphyridium purpureum]	Porphyridium purpureum
THH14085.1	-	571	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.9	3.1	1	2	0.0034	4.6e+02	15.6	0.1	3	29	447	473	445	481	0.84	hypothetical protein EW146_g6210 [Bondarzewia mesenterica]	Bondarzewia mesenterica
THH14085.1	-	571	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.9	3.1	2	2	0.0014	2e+02	16.8	0.4	32	63	500	529	495	531	0.82	hypothetical protein EW146_g6210 [Bondarzewia mesenterica]	Bondarzewia mesenterica
XP_015177167.1	-	632	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.8	3.0	1	1	1.4e-08	0.0019	32.8	3.0	14	59	549	593	537	594	0.84	PREDICTED: uncharacterized protein DDB_G0286591-like isoform X1 [Polistes dominula]	Polistes dominula
KAH7918520.1	-	143	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.8	6.7	1	2	0.021	2.8e+03	13.0	0.1	4	29	19	44	16	56	0.82	hypothetical protein BV22DRAFT_1108343 [Leucogyrophana mollusca]	Leucogyrophana mollusca
KAH7918520.1	-	143	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.8	6.7	2	2	1.9e-05	2.6	22.8	0.6	29	63	80	112	62	114	0.83	hypothetical protein BV22DRAFT_1108343 [Leucogyrophana mollusca]	Leucogyrophana mollusca
KAJ3735194.1	-	746	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.8	1.8	1	2	0.00073	1e+02	17.7	0.1	4	33	597	627	594	653	0.79	hypothetical protein DFJ43DRAFT_991730 [Lentinula boryana]	Lentinula boryana
KAJ3735194.1	-	746	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0019	32.8	1.8	2	2	0.029	4e+03	12.6	0.1	32	62	678	705	668	708	0.77	hypothetical protein DFJ43DRAFT_991730 [Lentinula boryana]	Lentinula boryana
KAH8980188.1	-	362	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.002	32.8	0.2	1	2	0.036	4.9e+03	12.3	0.0	4	28	230	254	227	273	0.81	hypothetical protein EDB92DRAFT_302304 [Lactarius akahatsu]	Lactarius akahatsu
KAH8980188.1	-	362	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.002	32.8	0.2	2	2	0.001	1.4e+02	17.2	0.3	38	63	294	317	282	319	0.81	hypothetical protein EDB92DRAFT_302304 [Lactarius akahatsu]	Lactarius akahatsu
MBR0405825.1	-	566	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	12.4	1	4	1.4	1.9e+05	7.2	0.1	15	30	196	211	192	222	0.85	hypothetical protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
MBR0405825.1	-	566	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	12.4	2	4	0.19	2.6e+04	9.9	0.0	13	30	249	266	244	284	0.78	hypothetical protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
MBR0405825.1	-	566	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	12.4	3	4	0.011	1.5e+03	13.9	0.3	8	56	294	342	287	352	0.78	hypothetical protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
MBR0405825.1	-	566	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	12.4	4	4	2.3	3.2e+05	6.5	0.3	15	28	352	365	344	379	0.79	hypothetical protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
TFK67185.1	-	728	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	8.0	1	2	0.0012	1.6e+02	17.0	0.8	4	28	587	611	583	644	0.84	hypothetical protein BDN72DRAFT_843358 [Pluteus cervinus]	Pluteus cervinus
TFK67185.1	-	728	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	8.0	2	2	0.00066	91	17.8	1.3	33	63	659	687	652	689	0.80	hypothetical protein BDN72DRAFT_843358 [Pluteus cervinus]	Pluteus cervinus
KAH9974510.1	-	420	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	0.6	1	2	0.027	3.8e+03	12.7	0.0	4	36	281	314	278	326	0.74	hypothetical protein BJV74DRAFT_863381 [Russula compacta]	Russula compacta
KAH9974510.1	-	420	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	0.6	2	2	0.001	1.4e+02	17.2	0.2	39	62	357	378	347	381	0.83	hypothetical protein BJV74DRAFT_863381 [Russula compacta]	Russula compacta
EUC62226.1	-	713	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	0.4	1	2	0.0051	6.9e+02	15.0	0.0	3	28	568	593	566	598	0.88	DNA repair protein endonuclease SAE2/ctip carboxy-terminal protein [Rhizoctonia solani AG-3 Rhs1AP]	Rhizoctonia solani AG-3 Rhs1AP
EUC62226.1	-	713	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	0.4	2	2	0.0056	7.7e+02	14.9	0.1	40	63	649	670	638	672	0.85	DNA repair protein endonuclease SAE2/ctip carboxy-terminal protein [Rhizoctonia solani AG-3 Rhs1AP]	Rhizoctonia solani AG-3 Rhs1AP
KAJ4492218.1	-	893	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	0.1	1	2	0.00051	70	18.2	0.0	4	28	718	742	714	763	0.84	hypothetical protein C8J55DRAFT_255660 [Lentinula lateritia]	Lentinula lateritia
KAJ4492218.1	-	893	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	0.1	2	2	0.076	1e+04	11.2	0.1	39	63	831	853	822	855	0.83	hypothetical protein C8J55DRAFT_255660 [Lentinula lateritia]	Lentinula lateritia
KAJ2916685.1	-	741	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	4.8	1	2	0.038	5.2e+03	12.2	0.1	4	28	615	639	611	646	0.83	hypothetical protein MD484_g3749, partial [Candolleomyces efflorescens]	Candolleomyces efflorescens
KAJ2916685.1	-	741	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.7	4.8	2	2	9.1e-05	12	20.6	1.4	31	63	669	699	660	701	0.80	hypothetical protein MD484_g3749, partial [Candolleomyces efflorescens]	Candolleomyces efflorescens
KAJ3780821.1	-	746	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.6	1.4	1	2	0.00079	1.1e+02	17.6	0.1	4	32	597	626	594	658	0.83	hypothetical protein GGU10DRAFT_278671 [Lentinula boryana]	Lentinula boryana
KAJ3780821.1	-	746	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.6	1.4	2	2	0.041	5.6e+03	12.1	0.1	35	62	681	705	671	708	0.78	hypothetical protein GGU10DRAFT_278671 [Lentinula boryana]	Lentinula boryana
KAJ3796746.1	-	746	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.6	1.4	1	2	0.00079	1.1e+02	17.6	0.1	4	32	597	626	594	658	0.83	hypothetical protein GGU11DRAFT_685191 [Lentinula boryana]	Lentinula boryana
KAJ3796746.1	-	746	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0021	32.6	1.4	2	2	0.041	5.6e+03	12.1	0.1	35	62	681	705	671	708	0.78	hypothetical protein GGU11DRAFT_685191 [Lentinula boryana]	Lentinula boryana
KAF3321396.1	-	421	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0022	32.6	6.6	1	1	7.4e-07	0.1	27.3	6.6	3	59	310	376	308	378	0.73	protein gamma response 1 [Carex littledalei]	Carex littledalei
XP_040632094.1	-	651	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0022	32.6	3.5	1	2	0.00031	42	18.9	0.1	3	30	518	545	516	569	0.78	uncharacterized protein DACRYDRAFT_103693 [Dacryopinax primogenitus]	Dacryopinax primogenitus
XP_040632094.1	-	651	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0022	32.6	3.5	2	2	0.019	2.6e+03	13.2	0.7	36	62	586	610	572	613	0.75	uncharacterized protein DACRYDRAFT_103693 [Dacryopinax primogenitus]	Dacryopinax primogenitus
PHJ17455.1	-	549	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0023	32.6	0.8	1	2	0.00063	86	17.9	0.0	8	33	256	281	252	307	0.84	dna repair protein endonuclease sae2 carboxy-terminal protein, partial [Cystoisospora suis]	Cystoisospora suis
PHJ17455.1	-	549	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0023	32.6	0.8	2	2	0.037	5.1e+03	12.2	0.1	39	62	511	532	506	534	0.82	dna repair protein endonuclease sae2 carboxy-terminal protein, partial [Cystoisospora suis]	Cystoisospora suis
KAF8654307.1	-	789	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0023	32.6	4.1	1	2	0.00077	1.1e+02	17.6	0.3	3	28	640	665	638	672	0.90	hypothetical protein AX16_003535 [Volvariella volvacea WC 439]	Volvariella volvacea WC 439
KAF8654307.1	-	789	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0023	32.6	4.1	2	2	0.0067	9.1e+02	14.6	0.4	32	63	720	749	713	751	0.81	hypothetical protein AX16_003535 [Volvariella volvacea WC 439]	Volvariella volvacea WC 439
KAH9420080.1	-	440	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0024	32.5	0.5	1	1	5.6e-08	0.0077	30.9	0.5	17	62	368	410	362	413	0.90	hypothetical protein DERP_001915 [Dermatophagoides pteronyssinus]	Dermatophagoides pteronyssinus
KAJ3045213.1	-	625	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0024	32.5	1.9	1	1	1.1e-07	0.015	29.9	1.9	3	63	526	592	524	594	0.72	hypothetical protein HDV00_011084 [Rhizophlyctis rosea]	Rhizophlyctis rosea
XP_027196336.1	-	440	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0024	32.5	0.5	1	1	5.6e-08	0.0077	30.9	0.5	17	62	368	410	362	413	0.90	uncharacterized protein LOC113790828 [Dermatophagoides pteronyssinus]	Dermatophagoides pteronyssinus
KAG8174902.1	-	156	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0024	32.5	3.2	1	1	4.1e-08	0.0056	31.3	3.2	3	62	19	67	17	70	0.89	hypothetical protein JTE90_020632 [Oedothorax gibbosus]	Oedothorax gibbosus
